tournamentName,slotNumber,locationName,categoryName,performerName,performerNumber,clubName,performanceName,judgeDevice,judgeName,criteriaName
Test SM Single,2,F2,single-ü15-intermediate-speed-30sSingleRope,AthleteK,15,Club5,single-ü15-intermediate-speed-30sSingleRope-AthleteK,J5,Judge5,speed
Test SM Single,2,F2,single-ü15-intermediate-speed-30sSingleRope,AthleteK,15,Club5,single-ü15-intermediate-speed-30sSingleRope-AthleteK,J6,Judge6,speed
Test SM Single,3,F3,single-ü15-advanced-speed-30sSingleRope,AthleteM,21,Club1,single-ü15-advanced-speed-30sSingleRope-AthleteM,J7,Judge7,speed
Test SM Single,3,F3,single-ü15-advanced-speed-30sSingleRope,AthleteM,21,Club1,single-ü15-advanced-speed-30sSingleRope-AthleteM,J8,Judge8,speed
Test SM Single,3,F3,single-ü15-advanced-speed-30sSingleRope,AthleteM,21,Club1,single-ü15-advanced-speed-30sSingleRope-AthleteM,J9,Judge9,speed
Test SM Single,3,F4,single-ü15-advanced-speed-30sSingleRope,AthleteN,22,Club2,single-ü15-advanced-speed-30sSingleRope-AthleteN,J10,Judge10,speed
Test SM Single,3,F4,single-ü15-advanced-speed-30sSingleRope,AthleteN,22,Club2,single-ü15-advanced-speed-30sSingleRope-AthleteN,J11,Judge11,speed
Test SM Single,3,F4,single-ü15-advanced-speed-30sSingleRope,AthleteN,22,Club2,single-ü15-advanced-speed-30sSingleRope-AthleteN,J12,Judge12,speed
Test SM Single,3,F5,single-ü15-advanced-speed-30sSingleRope,AthleteO,23,Club3,single-ü15-advanced-speed-30sSingleRope-AthleteO,J13,Judge13,speed
Test SM Single,3,F5,single-ü15-advanced-speed-30sSingleRope,AthleteO,23,Club3,single-ü15-advanced-speed-30sSingleRope-AthleteO,J14,Judge14,speed
Test SM Single,3,F5,single-ü15-advanced-speed-30sSingleRope,AthleteO,23,Club3,single-ü15-advanced-speed-30sSingleRope-AthleteO,J15,Judge15,speed
Test SM Single,3,F6,single-ü15-advanced-speed-30sSingleRope,AthleteP,24,Club4,single-ü15-advanced-speed-30sSingleRope-AthleteP,J16,Judge16,speed
Test SM Single,3,F6,single-ü15-advanced-speed-30sSingleRope,AthleteP,24,Club4,single-ü15-advanced-speed-30sSingleRope-AthleteP,J17,Judge17,speed
Test SM Single,3,F6,single-ü15-advanced-speed-30sSingleRope,AthleteP,24,Club4,single-ü15-advanced-speed-30sSingleRope-AthleteP,J18,Judge18,speed
Test SM Single,3,F7,single-ü15-advanced-speed-30sSingleRope,AthleteQ,25,Club5,single-ü15-advanced-speed-30sSingleRope-AthleteQ,J19,Judge19,speed
Test SM Single,3,F7,single-ü15-advanced-speed-30sSingleRope,AthleteQ,25,Club5,single-ü15-advanced-speed-30sSingleRope-AthleteQ,J20,Judge20,speed
Test SM Single,3,F7,single-ü15-advanced-speed-30sSingleRope,AthleteQ,25,Club5,single-ü15-advanced-speed-30sSingleRope-AthleteQ,J21,Judge21,speed
Test SM Single,4,F8,single-men-erso-speed-30sSingleRope,AthleteS,31,Club1,single-men-erso-speed-30sSingleRope-AthleteS,J22,Judge22,speed
Test SM Single,4,F8,single-men-erso-speed-30sSingleRope,AthleteS,31,Club1,single-men-erso-speed-30sSingleRope-AthleteS,J23,Judge23,speed
Test SM Single,4,F8,single-men-erso-speed-30sSingleRope,AthleteS,31,Club1,single-men-erso-speed-30sSingleRope-AthleteS,J24,Judge24,speed
Test SM Single,4,F1,single-men-erso-speed-30sSingleRope,AthleteT,32,Club2,single-men-erso-speed-30sSingleRope-AthleteT,J1,Judge1,speed
Test SM Single,4,F1,single-men-erso-speed-30sSingleRope,AthleteT,32,Club2,single-men-erso-speed-30sSingleRope-AthleteT,J2,Judge2,speed
Test SM Single,4,F1,single-men-erso-speed-30sSingleRope,AthleteT,32,Club2,single-men-erso-speed-30sSingleRope-AthleteT,J3,Judge3,speed
Test SM Single,4,F2,single-men-erso-speed-30sSingleRope,AthleteU,33,Club3,single-men-erso-speed-30sSingleRope-AthleteU,J4,Judge4,speed
Test SM Single,4,F2,single-men-erso-speed-30sSingleRope,AthleteU,33,Club3,single-men-erso-speed-30sSingleRope-AthleteU,J5,Judge5,speed
Test SM Single,4,F2,single-men-erso-speed-30sSingleRope,AthleteU,33,Club3,single-men-erso-speed-30sSingleRope-AthleteU,J6,Judge6,speed
Test SM Single,4,F3,single-men-erso-speed-30sSingleRope,AthleteV,34,Club4,single-men-erso-speed-30sSingleRope-AthleteV,J7,Judge7,speed
Test SM Single,4,F3,single-men-erso-speed-30sSingleRope,AthleteV,34,Club4,single-men-erso-speed-30sSingleRope-AthleteV,J8,Judge8,speed
Test SM Single,4,F3,single-men-erso-speed-30sSingleRope,AthleteV,34,Club4,single-men-erso-speed-30sSingleRope-AthleteV,J9,Judge9,speed
Test SM Single,4,F4,single-menEU-erso-speed-30sSingleRope,AthleteX,35,ClubEUR5,single-menEU-erso-speed-30sSingleRope-AthleteX,J10,Judge10,speed
Test SM Single,4,F4,single-menEU-erso-speed-30sSingleRope,AthleteX,35,ClubEUR5,single-menEU-erso-speed-30sSingleRope-AthleteX,J11,Judge11,speed
Test SM Single,4,F4,single-menEU-erso-speed-30sSingleRope,AthleteX,35,ClubEUR5,single-menEU-erso-speed-30sSingleRope-AthleteX,J12,Judge12,speed
Test SM Single,4,F5,single-menEU-erso-speed-30sSingleRope,AthleteY,36,ClubEUR6,single-menEU-erso-speed-30sSingleRope-AthleteY,J13,Judge13,speed
Test SM Single,4,F5,single-menEU-erso-speed-30sSingleRope,AthleteY,36,ClubEUR6,single-menEU-erso-speed-30sSingleRope-AthleteY,J14,Judge14,speed
Test SM Single,4,F5,single-menEU-erso-speed-30sSingleRope,AthleteY,36,ClubEUR6,single-menEU-erso-speed-30sSingleRope-AthleteY,J15,Judge15,speed
Test SM Single,5,F6,single-ü15-beginner-speed-60sSingleRope,AthleteA,1,Club1,single-ü15-beginner-speed-60sSingleRope-AthleteA,J16,Judge16,speed
Test SM Single,5,F6,single-ü15-beginner-speed-60sSingleRope,AthleteA,1,Club1,single-ü15-beginner-speed-60sSingleRope-AthleteA,J17,Judge17,speed
Test SM Single,5,F6,single-ü15-beginner-speed-60sSingleRope,AthleteA,1,Club1,single-ü15-beginner-speed-60sSingleRope-AthleteA,J18,Judge18,speed
Test SM Single,5,F7,single-ü15-beginner-speed-60sSingleRope,AthleteB,2,Club2,single-ü15-beginner-speed-60sSingleRope-AthleteB,J19,Judge19,speed
Test SM Single,5,F7,single-ü15-beginner-speed-60sSingleRope,AthleteB,2,Club2,single-ü15-beginner-speed-60sSingleRope-AthleteB,J20,Judge20,speed
Test SM Single,5,F7,single-ü15-beginner-speed-60sSingleRope,AthleteB,2,Club2,single-ü15-beginner-speed-60sSingleRope-AthleteB,J21,Judge21,speed
Test SM Single,5,F8,single-ü15-beginner-speed-60sSingleRope,AthleteC,3,Club3,single-ü15-beginner-speed-60sSingleRope-AthleteC,J22,Judge22,speed
Test SM Single,5,F8,single-ü15-beginner-speed-60sSingleRope,AthleteC,3,Club3,single-ü15-beginner-speed-60sSingleRope-AthleteC,J23,Judge23,speed
Test SM Single,5,F8,single-ü15-beginner-speed-60sSingleRope,AthleteC,3,Club3,single-ü15-beginner-speed-60sSingleRope-AthleteC,J24,Judge24,speed
Test SM Single,5,F1,single-ü15-beginner-speed-60sSingleRope,AthleteD,4,Club4,single-ü15-beginner-speed-60sSingleRope-AthleteD,J1,Judge1,speed
Test SM Single,5,F1,single-ü15-beginner-speed-60sSingleRope,AthleteD,4,Club4,single-ü15-beginner-speed-60sSingleRope-AthleteD,J2,Judge2,speed
Test SM Single,5,F1,single-ü15-beginner-speed-60sSingleRope,AthleteD,4,Club4,single-ü15-beginner-speed-60sSingleRope-AthleteD,J3,Judge3,speed
Test SM Single,5,F2,single-ü15-beginner-speed-60sSingleRope,AthleteE,5,Club5,single-ü15-beginner-speed-60sSingleRope-AthleteE,J4,Judge4,speed
Test SM Single,5,F2,single-ü15-beginner-speed-60sSingleRope,AthleteE,5,Club5,single-ü15-beginner-speed-60sSingleRope-AthleteE,J5,Judge5,speed
Test SM Single,5,F2,single-ü15-beginner-speed-60sSingleRope,AthleteE,5,Club5,single-ü15-beginner-speed-60sSingleRope-AthleteE,J6,Judge6,speed
Test SM Single,6,F3,single-ü15-intermediate-speed-60sSingleRope,AthleteG,11,Club1,single-ü15-intermediate-speed-60sSingleRope-AthleteG,J7,Judge7,speed
Test SM Single,6,F3,single-ü15-intermediate-speed-60sSingleRope,AthleteG,11,Club1,single-ü15-intermediate-speed-60sSingleRope-AthleteG,J8,Judge8,speed
Test SM Single,6,F3,single-ü15-intermediate-speed-60sSingleRope,AthleteG,11,Club1,single-ü15-intermediate-speed-60sSingleRope-AthleteG,J9,Judge9,speed
Test SM Single,6,F4,single-ü15-intermediate-speed-60sSingleRope,AthleteH,12,Club2,single-ü15-intermediate-speed-60sSingleRope-AthleteH,J10,Judge10,speed
Test SM Single,6,F4,single-ü15-intermediate-speed-60sSingleRope,AthleteH,12,Club2,single-ü15-intermediate-speed-60sSingleRope-AthleteH,J11,Judge11,speed
Test SM Single,6,F4,single-ü15-intermediate-speed-60sSingleRope,AthleteH,12,Club2,single-ü15-intermediate-speed-60sSingleRope-AthleteH,J12,Judge12,speed
Test SM Single,6,F5,single-ü15-intermediate-speed-60sSingleRope,AthleteI,13,Club3,single-ü15-intermediate-speed-60sSingleRope-AthleteI,J13,Judge13,speed
Test SM Single,6,F5,single-ü15-intermediate-speed-60sSingleRope,AthleteI,13,Club3,single-ü15-intermediate-speed-60sSingleRope-AthleteI,J14,Judge14,speed
Test SM Single,6,F5,single-ü15-intermediate-speed-60sSingleRope,AthleteI,13,Club3,single-ü15-intermediate-speed-60sSingleRope-AthleteI,J15,Judge15,speed
Test SM Single,6,F6,single-ü15-intermediate-speed-60sSingleRope,AthleteJ,14,Club4,single-ü15-intermediate-speed-60sSingleRope-AthleteJ,J16,Judge16,speed
Test SM Single,6,F6,single-ü15-intermediate-speed-60sSingleRope,AthleteJ,14,Club4,single-ü15-intermediate-speed-60sSingleRope-AthleteJ,J17,Judge17,speed
Test SM Single,6,F6,single-ü15-intermediate-speed-60sSingleRope,AthleteJ,14,Club4,single-ü15-intermediate-speed-60sSingleRope-AthleteJ,J18,Judge18,speed
Test SM Single,6,F7,single-ü15-intermediate-speed-60sSingleRope,AthleteK,15,Club5,single-ü15-intermediate-speed-60sSingleRope-AthleteK,J19,Judge19,speed
Test SM Single,6,F7,single-ü15-intermediate-speed-60sSingleRope,AthleteK,15,Club5,single-ü15-intermediate-speed-60sSingleRope-AthleteK,J20,Judge20,speed
Test SM Single,6,F7,single-ü15-intermediate-speed-60sSingleRope,AthleteK,15,Club5,single-ü15-intermediate-speed-60sSingleRope-AthleteK,J21,Judge21,speed
Test SM Single,7,F8,single-ü15-advanced-speed-120sSingleRope,AthleteM,21,Club1,single-ü15-advanced-speed-120sSingleRope-AthleteM,J22,Judge22,speed
Test SM Single,7,F8,single-ü15-advanced-speed-120sSingleRope,AthleteM,21,Club1,single-ü15-advanced-speed-120sSingleRope-AthleteM,J23,Judge23,speed
Test SM Single,7,F8,single-ü15-advanced-speed-120sSingleRope,AthleteM,21,Club1,single-ü15-advanced-speed-120sSingleRope-AthleteM,J24,Judge24,speed
Test SM Single,7,F1,single-ü15-advanced-speed-120sSingleRope,AthleteN,22,Club2,single-ü15-advanced-speed-120sSingleRope-AthleteN,J1,Judge1,speed
Test SM Single,7,F1,single-ü15-advanced-speed-120sSingleRope,AthleteN,22,Club2,single-ü15-advanced-speed-120sSingleRope-AthleteN,J2,Judge2,speed
Test SM Single,7,F1,single-ü15-advanced-speed-120sSingleRope,AthleteN,22,Club2,single-ü15-advanced-speed-120sSingleRope-AthleteN,J3,Judge3,speed
Test SM Single,7,F2,single-ü15-advanced-speed-120sSingleRope,AthleteO,23,Club3,single-ü15-advanced-speed-120sSingleRope-AthleteO,J4,Judge4,speed
Test SM Single,7,F2,single-ü15-advanced-speed-120sSingleRope,AthleteO,23,Club3,single-ü15-advanced-speed-120sSingleRope-AthleteO,J5,Judge5,speed
Test SM Single,7,F2,single-ü15-advanced-speed-120sSingleRope,AthleteO,23,Club3,single-ü15-advanced-speed-120sSingleRope-AthleteO,J6,Judge6,speed
Test SM Single,7,F3,single-ü15-advanced-speed-120sSingleRope,AthleteP,24,Club4,single-ü15-advanced-speed-120sSingleRope-AthleteP,J7,Judge7,speed
Test SM Single,7,F3,single-ü15-advanced-speed-120sSingleRope,AthleteP,24,Club4,single-ü15-advanced-speed-120sSingleRope-AthleteP,J8,Judge8,speed
Test SM Single,7,F3,single-ü15-advanced-speed-120sSingleRope,AthleteP,24,Club4,single-ü15-advanced-speed-120sSingleRope-AthleteP,J9,Judge9,speed
Test SM Single,7,F4,single-ü15-advanced-speed-120sSingleRope,AthleteQ,25,Club5,single-ü15-advanced-speed-120sSingleRope-AthleteQ,J10,Judge10,speed
Test SM Single,7,F4,single-ü15-advanced-speed-120sSingleRope,AthleteQ,25,Club5,single-ü15-advanced-speed-120sSingleRope-AthleteQ,J11,Judge11,speed
Test SM Single,7,F4,single-ü15-advanced-speed-120sSingleRope,AthleteQ,25,Club5,single-ü15-advanced-speed-120sSingleRope-AthleteQ,J12,Judge12,speed
Test SM Single,8,F5,single-men-erso-speed-180sSingleRope,AthleteS,31,Club1,single-men-erso-speed-180sSingleRope-AthleteS,J13,Judge13,speed
Test SM Single,8,F5,single-men-erso-speed-180sSingleRope,AthleteS,31,Club1,single-men-erso-speed-180sSingleRope-AthleteS,J14,Judge14,speed
Test SM Single,8,F5,single-men-erso-speed-180sSingleRope,AthleteS,31,Club1,single-men-erso-speed-180sSingleRope-AthleteS,J15,Judge15,speed
Test SM Single,8,F6,single-men-erso-speed-180sSingleRope,AthleteT,32,Club2,single-men-erso-speed-180sSingleRope-AthleteT,J16,Judge16,speed
Test SM Single,8,F6,single-men-erso-speed-180sSingleRope,AthleteT,32,Club2,single-men-erso-speed-180sSingleRope-AthleteT,J17,Judge17,speed
Test SM Single,8,F6,single-men-erso-speed-180sSingleRope,AthleteT,32,Club2,single-men-erso-speed-180sSingleRope-AthleteT,J18,Judge18,speed
Test SM Single,8,F7,single-men-erso-speed-180sSingleRope,AthleteU,33,Club3,single-men-erso-speed-180sSingleRope-AthleteU,J19,Judge19,speed
Test SM Single,8,F7,single-men-erso-speed-180sSingleRope,AthleteU,33,Club3,single-men-erso-speed-180sSingleRope-AthleteU,J20,Judge20,speed
Test SM Single,8,F7,single-men-erso-speed-180sSingleRope,AthleteU,33,Club3,single-men-erso-speed-180sSingleRope-AthleteU,J21,Judge21,speed
Test SM Single,8,F8,single-men-erso-speed-180sSingleRope,AthleteV,34,Club4,single-men-erso-speed-180sSingleRope-AthleteV,J22,Judge22,speed
Test SM Single,8,F8,single-men-erso-speed-180sSingleRope,AthleteV,34,Club4,single-men-erso-speed-180sSingleRope-AthleteV,J23,Judge23,speed
Test SM Single,8,F8,single-men-erso-speed-180sSingleRope,AthleteV,34,Club4,single-men-erso-speed-180sSingleRope-AthleteV,J24,Judge24,speed
Test SM Single,8,F1,single-menEU-erso-speed-180sSingleRope,AthleteX,35,ClubEUR5,single-menEU-erso-speed-180sSingleRope-AthleteX,J1,Judge1,speed
Test SM Single,8,F1,single-menEU-erso-speed-180sSingleRope,AthleteX,35,ClubEUR5,single-menEU-erso-speed-180sSingleRope-AthleteX,J2,Judge2,speed
Test SM Single,8,F1,single-menEU-erso-speed-180sSingleRope,AthleteX,35,ClubEUR5,single-menEU-erso-speed-180sSingleRope-AthleteX,J3,Judge3,speed
Test SM Single,8,F2,single-menEU-erso-speed-180sSingleRope,AthleteY,36,ClubEUR6,single-menEU-erso-speed-180sSingleRope-AthleteY,J4,Judge4,speed
Test SM Single,8,F2,single-menEU-erso-speed-180sSingleRope,AthleteY,36,ClubEUR6,single-menEU-erso-speed-180sSingleRope-AthleteY,J5,Judge5,speed
Test SM Single,8,F2,single-menEU-erso-speed-180sSingleRope,AthleteY,36,ClubEUR6,single-menEU-erso-speed-180sSingleRope-AthleteY,J6,Judge6,speed
Test SM Single,9,F3,single-ü15-beginner-speed-30sCrissCross,AthleteA,1,Club1,single-ü15-beginner-speed-30sCrissCross-AthleteA,J7,Judge7,speed
Test SM Single,9,F3,single-ü15-beginner-speed-30sCrissCross,AthleteA,1,Club1,single-ü15-beginner-speed-30sCrissCross-AthleteA,J8,Judge8,speed
Test SM Single,9,F3,single-ü15-beginner-speed-30sCrissCross,AthleteA,1,Club1,single-ü15-beginner-speed-30sCrissCross-AthleteA,J9,Judge9,speed
Test SM Single,9,F4,single-ü15-beginner-speed-30sCrissCross,AthleteB,2,Club2,single-ü15-beginner-speed-30sCrissCross-AthleteB,J10,Judge10,speed
Test SM Single,9,F4,single-ü15-beginner-speed-30sCrissCross,AthleteB,2,Club2,single-ü15-beginner-speed-30sCrissCross-AthleteB,J11,Judge11,speed
Test SM Single,9,F4,single-ü15-beginner-speed-30sCrissCross,AthleteB,2,Club2,single-ü15-beginner-speed-30sCrissCross-AthleteB,J12,Judge12,speed
Test SM Single,9,F5,single-ü15-beginner-speed-30sCrissCross,AthleteC,3,Club3,single-ü15-beginner-speed-30sCrissCross-AthleteC,J13,Judge13,speed
Test SM Single,9,F5,single-ü15-beginner-speed-30sCrissCross,AthleteC,3,Club3,single-ü15-beginner-speed-30sCrissCross-AthleteC,J14,Judge14,speed
Test SM Single,9,F5,single-ü15-beginner-speed-30sCrissCross,AthleteC,3,Club3,single-ü15-beginner-speed-30sCrissCross-AthleteC,J15,Judge15,speed
Test SM Single,9,F6,single-ü15-beginner-speed-30sCrissCross,AthleteD,4,Club4,single-ü15-beginner-speed-30sCrissCross-AthleteD,J16,Judge16,speed
Test SM Single,9,F6,single-ü15-beginner-speed-30sCrissCross,AthleteD,4,Club4,single-ü15-beginner-speed-30sCrissCross-AthleteD,J17,Judge17,speed
Test SM Single,9,F6,single-ü15-beginner-speed-30sCrissCross,AthleteD,4,Club4,single-ü15-beginner-speed-30sCrissCross-AthleteD,J18,Judge18,speed
Test SM Single,9,F7,single-ü15-beginner-speed-30sCrissCross,AthleteE,5,Club5,single-ü15-beginner-speed-30sCrissCross-AthleteE,J19,Judge19,speed
Test SM Single,9,F7,single-ü15-beginner-speed-30sCrissCross,AthleteE,5,Club5,single-ü15-beginner-speed-30sCrissCross-AthleteE,J20,Judge20,speed
Test SM Single,9,F7,single-ü15-beginner-speed-30sCrissCross,AthleteE,5,Club5,single-ü15-beginner-speed-30sCrissCross-AthleteE,J21,Judge21,speed
Test SM Single,10,F8,single-ü15-intermediate-speed-30sDoubleUnder,AthleteG,11,Club1,single-ü15-intermediate-speed-30sDoubleUnder-AthleteG,J22,Judge22,speed
Test SM Single,10,F8,single-ü15-intermediate-speed-30sDoubleUnder,AthleteG,11,Club1,single-ü15-intermediate-speed-30sDoubleUnder-AthleteG,J23,Judge23,speed
Test SM Single,10,F8,single-ü15-intermediate-speed-30sDoubleUnder,AthleteG,11,Club1,single-ü15-intermediate-speed-30sDoubleUnder-AthleteG,J24,Judge24,speed
Test SM Single,10,F1,single-ü15-intermediate-speed-30sDoubleUnder,AthleteH,12,Club2,single-ü15-intermediate-speed-30sDoubleUnder-AthleteH,J1,Judge1,speed
Test SM Single,10,F1,single-ü15-intermediate-speed-30sDoubleUnder,AthleteH,12,Club2,single-ü15-intermediate-speed-30sDoubleUnder-AthleteH,J2,Judge2,speed
Test SM Single,10,F1,single-ü15-intermediate-speed-30sDoubleUnder,AthleteH,12,Club2,single-ü15-intermediate-speed-30sDoubleUnder-AthleteH,J3,Judge3,speed
Test SM Single,10,F2,single-ü15-intermediate-speed-30sDoubleUnder,AthleteI,13,Club3,single-ü15-intermediate-speed-30sDoubleUnder-AthleteI,J4,Judge4,speed
Test SM Single,10,F2,single-ü15-intermediate-speed-30sDoubleUnder,AthleteI,13,Club3,single-ü15-intermediate-speed-30sDoubleUnder-AthleteI,J5,Judge5,speed
Test SM Single,10,F2,single-ü15-intermediate-speed-30sDoubleUnder,AthleteI,13,Club3,single-ü15-intermediate-speed-30sDoubleUnder-AthleteI,J6,Judge6,speed
Test SM Single,10,F3,single-ü15-intermediate-speed-30sDoubleUnder,AthleteJ,14,Club4,single-ü15-intermediate-speed-30sDoubleUnder-AthleteJ,J7,Judge7,speed
Test SM Single,10,F3,single-ü15-intermediate-speed-30sDoubleUnder,AthleteJ,14,Club4,single-ü15-intermediate-speed-30sDoubleUnder-AthleteJ,J8,Judge8,speed
Test SM Single,10,F3,single-ü15-intermediate-speed-30sDoubleUnder,AthleteJ,14,Club4,single-ü15-intermediate-speed-30sDoubleUnder-AthleteJ,J9,Judge9,speed
Test SM Single,10,F4,single-ü15-intermediate-speed-30sDoubleUnder,AthleteK,15,Club5,single-ü15-intermediate-speed-30sDoubleUnder-AthleteK,J10,Judge10,speed
Test SM Single,10,F4,single-ü15-intermediate-speed-30sDoubleUnder,AthleteK,15,Club5,single-ü15-intermediate-speed-30sDoubleUnder-AthleteK,J11,Judge11,speed
Test SM Single,10,F4,single-ü15-intermediate-speed-30sDoubleUnder,AthleteK,15,Club5,single-ü15-intermediate-speed-30sDoubleUnder-AthleteK,J12,Judge12,speed
Test SM Single,11,F5,single-men-open-speed-tripleUnder,AthleteM,21,Club1,single-men-open-speed-tripleUnder-AthleteM,J13,Judge13,tripleUnders
Test SM Single,11,F5,single-men-open-speed-tripleUnder,AthleteM,21,Club1,single-men-open-speed-tripleUnder-AthleteM,J14,Judge14,tripleUnders
Test SM Single,11,F5,single-men-open-speed-tripleUnder,AthleteM,21,Club1,single-men-open-speed-tripleUnder-AthleteM,J15,Judge15,tripleUnders
Test SM Single,11,F6,single-men-open-speed-tripleUnder,AthleteS,31,Club1,single-men-open-speed-tripleUnder-AthleteS,J16,Judge16,tripleUnders
Test SM Single,11,F6,single-men-open-speed-tripleUnder,AthleteS,31,Club1,single-men-open-speed-tripleUnder-AthleteS,J17,Judge17,tripleUnders
Test SM Single,11,F6,single-men-open-speed-tripleUnder,AthleteS,31,Club1,single-men-open-speed-tripleUnder-AthleteS,J18,Judge18,tripleUnders
Test SM Single,11,F7,single-men-open-speed-tripleUnder,AthleteT,32,Club2,single-men-open-speed-tripleUnder-AthleteT,J19,Judge19,tripleUnders
Test SM Single,11,F7,single-men-open-speed-tripleUnder,AthleteT,32,Club2,single-men-open-speed-tripleUnder-AthleteT,J20,Judge20,tripleUnders
Test SM Single,11,F7,single-men-open-speed-tripleUnder,AthleteT,32,Club2,single-men-open-speed-tripleUnder-AthleteT,J21,Judge21,tripleUnders
Test SM Single,11,F8,single-men-open-speed-tripleUnder,AthleteY,36,ClubEUR6,single-men-open-speed-tripleUnder-AthleteY,J22,Judge22,tripleUnders
Test SM Single,11,F8,single-men-open-speed-tripleUnder,AthleteY,36,ClubEUR6,single-men-open-speed-tripleUnder-AthleteY,J23,Judge23,tripleUnders
