tournamentName,slotNumber,locationName,categoryName,performerName,performerNumber,clubName,performanceName,judgeDevice,judgeName,criteriaName
Team SM 2023,8,F4,team-u21-teamShow-speed-singleRopeRelay,Baar 4,204,TV Baar,team-u21-teamShow-speed-singleRopeRelay-Baar 4,J12,Carmela Müller,speed
Team SM 2023,9,F2,team-u21-teamShow-speed-singleRopeRelay,Just Dance,205,Fides Niedergösgen,team-u21-teamShow-speed-singleRopeRelay-Just Dance,J4,Melanie Zimmermann,speed
Team SM 2023,9,F2,team-u21-teamShow-speed-singleRopeRelay,Just Dance,205,Fides Niedergösgen,team-u21-teamShow-speed-singleRopeRelay-Just Dance,J5,Rahel Weber,speed
Team SM 2023,9,F2,team-u21-teamShow-speed-singleRopeRelay,Just Dance,205,Fides Niedergösgen,team-u21-teamShow-speed-singleRopeRelay-Just Dance,J6,Cathy Bühler,speed
Team SM 2023,9,F3,team-u21-teamShow-speed-singleRopeRelay,Disney Plus,206,Jump Rope Steffisburg,team-u21-teamShow-speed-singleRopeRelay-Disney Plus,J7,Angelika Nobbe,speed
Team SM 2023,9,F3,team-u21-teamShow-speed-singleRopeRelay,Disney Plus,206,Jump Rope Steffisburg,team-u21-teamShow-speed-singleRopeRelay-Disney Plus,J8,Pascale Grünenfelder,speed
Team SM 2023,9,F3,team-u21-teamShow-speed-singleRopeRelay,Disney Plus,206,Jump Rope Steffisburg,team-u21-teamShow-speed-singleRopeRelay-Disney Plus,J9,Ramona Schär,speed
Team SM 2023,9,F4,team-u21-teamShow-speed-singleRopeRelay,Zürijumpers Musical,207,Zürijumpers,team-u21-teamShow-speed-singleRopeRelay-Zürijumpers Musical,J10,Mirjam Schlatter,speed
Team SM 2023,9,F4,team-u21-teamShow-speed-singleRopeRelay,Zürijumpers Musical,207,Zürijumpers,team-u21-teamShow-speed-singleRopeRelay-Zürijumpers Musical,J11,Anouk Presotto,speed
Team SM 2023,9,F4,team-u21-teamShow-speed-singleRopeRelay,Zürijumpers Musical,207,Zürijumpers,team-u21-teamShow-speed-singleRopeRelay-Zürijumpers Musical,J12,Carmela Müller,speed
Team SM 2023,10,F1,team-ü21-teamShow-speed-singleRopeRelay,Teletubbies,101,Jump Rope Steffisburg,team-ü21-teamShow-speed-singleRopeRelay-Teletubbies,J1,Lara Zedi,speed
Team SM 2023,10,F1,team-ü21-teamShow-speed-singleRopeRelay,Teletubbies,101,Jump Rope Steffisburg,team-ü21-teamShow-speed-singleRopeRelay-Teletubbies,J2,Anja Bär,speed
Team SM 2023,10,F1,team-ü21-teamShow-speed-singleRopeRelay,Teletubbies,101,Jump Rope Steffisburg,team-ü21-teamShow-speed-singleRopeRelay-Teletubbies,J3,Amelie Zaugg,speed
Team SM 2023,10,F3,team-ü21-teamShow-speed-singleRopeRelay,Silver Star,102,SATUS Dachsen,team-ü21-teamShow-speed-singleRopeRelay-Silver Star,J7,Angelika Nobbe,speed
Team SM 2023,10,F3,team-ü21-teamShow-speed-singleRopeRelay,Silver Star,102,SATUS Dachsen,team-ü21-teamShow-speed-singleRopeRelay-Silver Star,J8,Pascale Grünenfelder,speed
Team SM 2023,10,F3,team-ü21-teamShow-speed-singleRopeRelay,Silver Star,102,SATUS Dachsen,team-ü21-teamShow-speed-singleRopeRelay-Silver Star,J9,Ramona Schär,speed
Team SM 2023,10,F4,team-ü21-teamShow-speed-singleRopeRelay,Röiber u Polä,103,Jump Rope Steffisburg,team-ü21-teamShow-speed-singleRopeRelay-Röiber u Polä,J10,Mirjam Schlatter,speed
Team SM 2023,10,F4,team-ü21-teamShow-speed-singleRopeRelay,Röiber u Polä,103,Jump Rope Steffisburg,team-ü21-teamShow-speed-singleRopeRelay-Röiber u Polä,J11,Anouk Presotto,speed
Team SM 2023,10,F4,team-ü21-teamShow-speed-singleRopeRelay,Röiber u Polä,103,Jump Rope Steffisburg,team-ü21-teamShow-speed-singleRopeRelay-Röiber u Polä,J12,Carmela Müller,speed
Team SM 2023,11,F1,team-ü21-teamShow-speed-singleRopeRelay,Gösge 1,104,Fides Niedergösgen,team-ü21-teamShow-speed-singleRopeRelay-Gösge 1,J1,Lara Zedi,speed
Team SM 2023,11,F1,team-ü21-teamShow-speed-singleRopeRelay,Gösge 1,104,Fides Niedergösgen,team-ü21-teamShow-speed-singleRopeRelay-Gösge 1,J2,Anja Bär,speed
Team SM 2023,11,F1,team-ü21-teamShow-speed-singleRopeRelay,Gösge 1,104,Fides Niedergösgen,team-ü21-teamShow-speed-singleRopeRelay-Gösge 1,J3,Amelie Zaugg,speed
Team SM 2023,11,F2,team-ü21-teamShow-speed-singleRopeRelay,Dietikon,105,STV Dietikon,team-ü21-teamShow-speed-singleRopeRelay-Dietikon,J4,Melanie Zimmermann,speed
Team SM 2023,11,F2,team-ü21-teamShow-speed-singleRopeRelay,Dietikon,105,STV Dietikon,team-ü21-teamShow-speed-singleRopeRelay-Dietikon,J5,Rahel Weber,speed
Team SM 2023,11,F2,team-ü21-teamShow-speed-singleRopeRelay,Dietikon,105,STV Dietikon,team-ü21-teamShow-speed-singleRopeRelay-Dietikon,J6,Cathy Bühler,speed
Team SM 2023,12,F2,team-open-erso-speed-doubleDutchRelay,Baar 3,1,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 3,J4,Melanie Zimmermann,speed
Team SM 2023,12,F2,team-open-erso-speed-doubleDutchRelay,Baar 3,1,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 3,J5,Rahel Weber,speed
Team SM 2023,12,F2,team-open-erso-speed-doubleDutchRelay,Baar 3,1,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 3,J6,Cathy Bühler,speed
Team SM 2023,12,F3,team-open-erso-speed-doubleDutchRelay,Dragon Jumpers,2,Dragon Jumpers Kriens,team-open-erso-speed-doubleDutchRelay-Dragon Jumpers,J7,Angelika Nobbe,speed
Team SM 2023,12,F3,team-open-erso-speed-doubleDutchRelay,Dragon Jumpers,2,Dragon Jumpers Kriens,team-open-erso-speed-doubleDutchRelay-Dragon Jumpers,J8,Pascale Grünenfelder,speed
Team SM 2023,12,F3,team-open-erso-speed-doubleDutchRelay,Dragon Jumpers,2,Dragon Jumpers Kriens,team-open-erso-speed-doubleDutchRelay-Dragon Jumpers,J9,Ramona Schär,speed
Team SM 2023,12,F4,team-open-erso-speed-doubleDutchRelay,Baar 2,3,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 2,J10,Mirjam Schlatter,speed
Team SM 2023,12,F4,team-open-erso-speed-doubleDutchRelay,Baar 2,3,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 2,J11,Anouk Presotto,speed
Team SM 2023,12,F4,team-open-erso-speed-doubleDutchRelay,Baar 2,3,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 2,J12,Carmela Müller,speed
Team SM 2023,13,F1,team-open-erso-speed-doubleDutchRelay,Team Österreich,11,Österreich,team-open-erso-speed-doubleDutchRelay-Team Österreich,J1,Lara Zedi,speed
Team SM 2023,13,F1,team-open-erso-speed-doubleDutchRelay,Team Österreich,11,Österreich,team-open-erso-speed-doubleDutchRelay-Team Österreich,J2,Anja Bär,speed
Team SM 2023,13,F1,team-open-erso-speed-doubleDutchRelay,Team Österreich,11,Österreich,team-open-erso-speed-doubleDutchRelay-Team Österreich,J3,Amelie Zaugg,speed
Team SM 2023,13,F3,team-open-erso-speed-doubleDutchRelay,Zürijumpers,4,Zürijumpers,team-open-erso-speed-doubleDutchRelay-Zürijumpers,J7,Angelika Nobbe,speed
Team SM 2023,13,F3,team-open-erso-speed-doubleDutchRelay,Zürijumpers,4,Zürijumpers,team-open-erso-speed-doubleDutchRelay-Zürijumpers,J8,Pascale Grünenfelder,speed
Team SM 2023,13,F3,team-open-erso-speed-doubleDutchRelay,Zürijumpers,4,Zürijumpers,team-open-erso-speed-doubleDutchRelay-Zürijumpers,J9,Ramona Schär,speed
Team SM 2023,13,F4,team-open-erso-speed-doubleDutchRelay,Baar 1,5,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 1,J10,Mirjam Schlatter,speed
Team SM 2023,13,F4,team-open-erso-speed-doubleDutchRelay,Baar 1,5,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 1,J11,Anouk Presotto,speed
Team SM 2023,13,F4,team-open-erso-speed-doubleDutchRelay,Baar 1,5,TV Baar,team-open-erso-speed-doubleDutchRelay-Baar 1,J12,Carmela Müller,speed
Team SM 2023,14,F1,team-u12-teamShow-speed-doubleDutchRelay,"sun, fun and jumping to do",404,SATUS Dachsen,"team-u12-teamShow-speed-doubleDutchRelay-sun, fun and jumping to do",J1,Lara Zedi,speed
Team SM 2023,14,F1,team-u12-teamShow-speed-doubleDutchRelay,"sun, fun and jumping to do",404,SATUS Dachsen,"team-u12-teamShow-speed-doubleDutchRelay-sun, fun and jumping to do",J2,Anja Bär,speed
Team SM 2023,14,F1,team-u12-teamShow-speed-doubleDutchRelay,"sun, fun and jumping to do",404,SATUS Dachsen,"team-u12-teamShow-speed-doubleDutchRelay-sun, fun and jumping to do",J3,Amelie Zaugg,speed
Team SM 2023,14,F2,team-u12-teamShow-speed-doubleDutchRelay,Jumping Frogs,401,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Jumping Frogs,J4,Melanie Zimmermann,speed
Team SM 2023,14,F2,team-u12-teamShow-speed-doubleDutchRelay,Jumping Frogs,401,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Jumping Frogs,J5,Rahel Weber,speed
Team SM 2023,14,F2,team-u12-teamShow-speed-doubleDutchRelay,Jumping Frogs,401,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Jumping Frogs,J6,Cathy Bühler,speed
Team SM 2023,14,F3,team-u12-teamShow-speed-doubleDutchRelay,Rynach Kids,402,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Rynach Kids,J7,Angelika Nobbe,speed
Team SM 2023,14,F3,team-u12-teamShow-speed-doubleDutchRelay,Rynach Kids,402,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Rynach Kids,J8,Pascale Grünenfelder,speed
Team SM 2023,14,F3,team-u12-teamShow-speed-doubleDutchRelay,Rynach Kids,402,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Rynach Kids,J9,Ramona Schär,speed
Team SM 2023,14,F4,team-u12-teamShow-speed-doubleDutchRelay,Pizza Bäcker,403,SATUS Dachsen,team-u12-teamShow-speed-doubleDutchRelay-Pizza Bäcker,J10,Mirjam Schlatter,speed
Team SM 2023,14,F4,team-u12-teamShow-speed-doubleDutchRelay,Pizza Bäcker,403,SATUS Dachsen,team-u12-teamShow-speed-doubleDutchRelay-Pizza Bäcker,J11,Anouk Presotto,speed
Team SM 2023,14,F4,team-u12-teamShow-speed-doubleDutchRelay,Pizza Bäcker,403,SATUS Dachsen,team-u12-teamShow-speed-doubleDutchRelay-Pizza Bäcker,J12,Carmela Müller,speed
Team SM 2023,15,F1,team-u12-teamShow-speed-doubleDutchRelay,Abenteuersmileys,408,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Abenteuersmileys,J1,Lara Zedi,speed
Team SM 2023,15,F1,team-u12-teamShow-speed-doubleDutchRelay,Abenteuersmileys,408,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Abenteuersmileys,J2,Anja Bär,speed
Team SM 2023,15,F1,team-u12-teamShow-speed-doubleDutchRelay,Abenteuersmileys,408,Rynach Skippers,team-u12-teamShow-speed-doubleDutchRelay-Abenteuersmileys,J3,Amelie Zaugg,speed
Team SM 2023,15,F2,team-u12-teamShow-speed-doubleDutchRelay,The four trees,405,Fides Niedergösgen,team-u12-teamShow-speed-doubleDutchRelay-The four trees,J4,Melanie Zimmermann,speed
